fishing,camping,0.8282893896102905
fishing,hunting,0.8144224882125854
fishing,skiing,0.7653272747993469
fishing,hiking,0.7540535926818848
fishing,swimming,0.6737576723098755
fishing,sailing,0.6617312431335449
fishing,ski,0.6576290726661682
fishing,sledding,0.6455910205841064
fishing,hike,0.613333523273468
fishing,golfing,0.6076679825782776
bank,register,0.7623317241668701
bank,loan,0.7085494995117188
bank,deposit,0.7070488929748535
bank,company,0.6760122776031494
bank,cashier,0.6652334928512573
bank,station,0.6558296084403992
bank,pharmacy,0.6521889567375183
bank,mechanic,0.6517674922943115
bank,supermarket,0.6472726464271545
bank,gas,0.6433812975883484
